CIDS,SE_NAME,SE_FREQ,SE_ONTOLOGY
CID000071158,sudden death,2,02.03.04.013|08.04.01.003
CID000170361,haematemesis,3,07.12.02.002|24.07.02.011
CID000005533,deafness,3,04.02.01.001
CID000005656,scleritis,2,06.04.07.002|10.02.01.025
CID000446155,connective tissue disorder,4,15.06.01.006
CID000003339,nervous system disorder,2,17.02.10.001
CID003052762,diarrhoea,4,07.02.01.001
CID000005095,laryngeal pain,4,22.02.05.036
CID000005468,stomatitis,4,07.05.06.005
CID000004493,leukopenia,4,01.02.02.001
CID000004171,liver function test abnormal,1,13.03.01.013
CID004659569,abdominal pain,4,07.01.05.002
CID000005095,asthenia,4,08.01.01.001
CID003033637,musculoskeletal discomfort,4,15.03.04.001
CID000068740,hypophosphataemia,5,14.04.03.001
CID000004829,hypoglycaemia,5,05.06.03.001|14.06.03.001
CID000060648,hiccups,4,07.01.06.009|22.02.04.002
CID000158781,headache,4,17.14.01.001
CID000005757,pharyngitis,4,07.05.07.004|11.01.13.003|22.07.03.004
CID000016230,hyperkalaemia,4,14.05.03.001
CID005284616,hypertriglyceridaemia,5,14.08.02.001
CID000060779,asthenia,4,08.01.01.001
CID000003152,bronchitis,4,11.01.09.001|22.07.01.001
CID000213039,proteinuria,3,20.02.01.011
CID000003032,stomatitis,1,07.05.06.005
CID000003365,discomfort,3,08.01.08.003
CID000043815,pulmonary embolism,2,22.06.02.001|24.01.06.001
CID000003958,cystitis,3,11.01.14.001|20.03.02.002
CID011556711,constipation,3,07.02.02.001
CID005462337,diarrhoea,4,07.02.01.001
CID011626560,mediastinal disorder,4,22.09.03.001
CID000060814,urinary retention,3,20.02.02.011
CID010324367,dry mouth,5,07.06.01.002
CID000002083,fatigue,4,08.01.01.002
CID000443872,discomfort,3,08.01.08.003
CID010034073,nausea,5,07.01.07.001
CID000000444,tongue disorder,2,07.14.01.002
CID000034312,interstitial lung disease,1,10.02.01.033|22.01.02.003
CID000051263,procedural pain,4,08.01.08.009|12.02.05.007
CID000003108,dysphagia,2,07.01.06.003
CID000060814,pulmonary oedema,3,02.05.02.003|22.01.03.003
CID000009651,fatigue,4,08.01.01.002
CID000043815,pyuria,3,11.01.08.043|20.02.01.012
CID000176870,chest pain,4,02.02.02.011|08.01.08.002|22.02.08.003
CID000003380,hangover,4,08.01.09.018
CID000055245,infection,4,11.01.08.002
CID000051634,ill-defined disorder,4,08.01.03.049
CID000004409,erectile dysfunction,3,19.08.04.001|21.03.01.007
CID000146570,furuncle,3,11.02.05.008|23.09.01.004
CID006321408,body temperature increased,4,13.15.01.001
CID005481173,gastrointestinal pain,3,07.01.05.005
CID000002159,tension,4,19.06.02.005
CID000037542,epistaxis,4,22.04.03.001|24.07.01.005
CID000060834,dysgeusia,4,07.14.03.001|17.02.07.003
CID000033613,immune system disorder,1,10.02.01.001
CID000071158,withdrawal syndrome,3,08.06.02.012|19.07.02.005
CID000002801,libido disorder,5,19.08.03.004|21.03.02.006
CID000077993,musculoskeletal discomfort,3,15.03.04.001
CID000005961,dry mouth,4,07.06.01.002
CID000002818,tenderness,4,08.01.08.005
CID000068740,musculoskeletal chest pain,4,15.03.04.012|22.09.01.001
CID000004634,urinary hesitation,4,20.02.02.009
CID000055891,sexual dysfunction,4,19.08.05.002|21.03.02.003
CID000003157,eye pain,4,06.08.03.002
CID000004205,libido increased,3,19.08.03.002|21.03.02.007
CID005361092,body temperature increased,3,13.15.01.001
CID000077990,aneurysm,3,24.02.01.001
CID000002585,presyncope,4,02.01.02.007|17.02.05.009|24.06.02.010
CID000002265,thrombocytopenia,4,01.08.01.002
CID000054840,vertigo,4,04.04.01.003|17.02.12.002
CID005361092,depressed level of consciousness,3,17.02.04.002
CID000123606,hyperacusis,2,04.02.02.001|17.04.03.003
CID000060853,myalgia,4,15.05.02.001
CID000003637,ill-defined disorder,3,08.01.03.049
CID005282379,pruritus,5,23.03.12.001
CID005284627,alcohol intolerance,2,14.02.01.001
CID023690938,diarrhoea,4,07.02.01.001
CID016129690,headache,5,17.14.01.001
CID000000444,gingival pain,3,07.09.04.001
CID000445643,neuropathy peripheral,4,17.09.03.003
CID000054746,constipation,4,07.02.02.001
CID000004991,amblyopia,4,06.02.01.001
CID005486971,hypernatraemia,2,14.05.04.001
CID000146570,skin irritation,2,23.03.04.009
CID000001978,abnormal dreams,4,17.15.02.001|19.02.03.001
CID000452548,alopecia,4,23.02.02.001
CID000002771,urinary incontinence,3,17.05.01.008|20.02.02.010
CID000003878,hypomania,2,19.16.02.001
CID002826718,respiratory failure,5,14.01.04.003|22.02.06.002
CID000005487,glaucoma,4,06.03.01.002
CID000060953,encephalopathy,3,17.13.02.001
CID000119569,erectile dysfunction,4,19.08.04.001|21.03.01.007
CID000055480,palpitations,4,02.01.02.003
CID000003158,paraesthesia,3,17.02.06.005
CID000064147,body temperature increased,4,13.15.01.001
CID000005078,parosmia,2,17.04.04.002|22.04.03.007
CID000060834,skin ulcer,4,23.07.03.003|24.04.03.007
CID000002771,muscular weakness,3,15.05.06.001|17.05.03.005
CID011626560,hepatic failure,4,09.01.03.002
CID000005029,agitation,2,17.02.05.012|19.06.02.001
CID016157882,upper respiratory tract infection,4,11.01.13.009|22.07.03.011
CID000969472,hyperacusis,2,04.02.02.001|17.04.03.003
CID025244225,dyspnoea,4,02.01.03.002|22.02.01.004
CID006445540,pain,4,08.01.08.004
CID000005212,headache,5,17.14.01.001
CID000036462,abdominal pain,4,07.01.05.002
CID000009444,nodule,4,08.03.05.002
CID000004054,nausea,4,07.01.07.001
CID000148192,wheezing,4,22.03.01.009
CID000002756,leukopenia,2,01.02.02.001
CID000170361,upper-airway cough syndrome,3,22.02.05.030
CID000002265,leukopenia,5,01.02.02.001
CID000004991,muscle twitching,4,15.05.03.005
CID000003964,dyspnoea,3,02.01.03.002|22.02.01.004
CID000065139,chills,5,08.01.09.001|15.05.03.016
CID000004051,urinary tract disorder,3,20.08.01.001
CID000005073,hypertrichosis,2,23.02.04.002
CID000004173,application site reaction,1,08.02.01.006|12.07.01.006
CID000446157,musculoskeletal discomfort,3,15.03.04.001
CID000005533,palpitations,4,02.01.02.003
CID000004740,flatulence,4,07.01.04.002
CID000060857,lacrimation increased,3,06.08.02.004
CID000031307,tooth disorder,4,07.09.05.001
CID000004212,thrombocytopenia,5,01.08.01.002
CID000060953,febrile neutropenia,5,01.02.03.002|08.05.02.004
CID000060877,dermatitis,5,23.03.04.002
CID000005734,haematemesis,2,07.12.02.002|24.07.02.011
CID003086674,increased appetite,3,08.01.09.027|14.03.01.003
CID000005533,oedema,4,08.01.07.006|14.05.06.010
CID016129665,hypoaesthesia,3,17.02.06.023
CID005284627,constipation,4,07.02.02.001
CID054684141,cystitis,4,11.01.14.001|20.03.02.002
CID000104799,phlebitis,4,12.02.01.002|24.05.03.001
CID000003869,vomiting,4,07.01.07.003
CID000004673,feeling abnormal,3,08.01.09.014
CID026275995,toothache,5,07.09.06.001
CID000047811,pleural effusion,3,22.05.02.002
CID000031703,alopecia,5,23.02.02.001
CID000150610,urinary tract infection,4,11.01.14.004|20.08.02.001
CID000969472,injury,4,12.01.08.004
CID024776445,nausea,5,07.01.07.001
CID000004075,conjunctivitis,4,06.04.01.002|11.01.06.012
CID000005665,thirst,4,08.01.09.021|14.03.02.007
CID000033741,seasonal allergy,3,06.04.01.013|10.01.04.001|22.04.04.008
CID000056338,polyuria,3,20.02.03.002
CID000037392,myalgia,4,15.05.02.001
CID005486971,ulcerative keratitis,2,06.04.02.004|10.02.01.021
CID000005665,rash,4,23.03.13.001
CID000005095,pyelonephritis,2,11.01.14.002|20.01.09.001
CID025151504,somnolence,4,17.02.04.006|19.02.05.003
CID000002554,osteoarthritis,2,15.01.04.001
CID000003948,blood creatinine increased,3,13.13.01.004
CID000002554,hepatitis,2,09.01.07.004
CID000018283,neuropathy peripheral,5,17.09.03.003
CID000213039,renal failure,3,20.01.03.005
CID000004205,liver function test abnormal,3,13.03.01.013
CID025102847,hyperkeratosis,4,23.01.01.001
CID000004594,nausea,4,07.01.07.001
CID000146570,dyspepsia,4,07.01.02.001
CID000003902,myocardial infarction,3,02.02.02.007|24.04.04.009
CID000056329,cerebrovascular disorder,2,17.08.02.002|24.03.05.002
CID000216239,dysgeusia,4,07.14.03.001|17.02.07.003
CID000005852,leukopenia,4,01.02.02.001
CID003002977,constipation,4,07.02.02.001
CID000110635,nasal congestion,4,22.04.04.001
CID000031100,dermatitis atopic,3,10.01.04.004|23.03.04.016
CID000060825,discomfort,5,08.01.08.003
CID000077993,thirst,3,08.01.09.021|14.03.02.007
CID000005719,snoring,3,22.02.05.012
CID000060648,urethritis,3,11.01.14.008|20.07.02.001
CID002826718,pain,4,08.01.08.004
CID005481350,skin disorder,4,23.03.03.007
CID000444795,body temperature increased,5,13.15.01.001
CID002826718,ill-defined disorder,4,08.01.03.049
CID005282226,infestation,2,11.09.01.001|23.09.05.001
CID000057469,viral infection,4,11.05.04.001
CID000160051,influenza,4,11.05.03.001|22.07.02.001
CID000054687,infection,4,11.01.08.002
CID000005656,angioedema,3,10.01.05.009|23.04.01.001
CID016136912,aspartate aminotransferase increased,4,13.03.01.006
CID000134780,epistaxis,5,22.04.03.001|24.07.01.005
CID023668479,cyst,3,08.03.05.001|16.02.02.002
CID000060648,hyperkinesia,4,17.01.02.008
CID000153941,somnolence,4,17.02.04.006|19.02.05.003
CID000003339,photosensitivity reaction,2,23.03.09.003
CID000005070,syncope,3,02.01.02.008|17.02.04.008|24.06.02.012
CID000084029,skin disorder,4,23.03.03.007
CID000003494,dental caries,3,07.09.01.001
CID000002771,diarrhoea,4,07.02.01.001
CID000040703,diarrhoea,3,07.02.01.001
CID000010917,gastrointestinal disorder,4,07.11.01.001
CID003052775,haematemesis,2,07.12.02.002|24.07.02.011
CID010182969,epistaxis,4,22.04.03.001|24.07.01.005
CID000119182,nausea,5,07.01.07.001
CID000003152,headache,4,17.14.01.001
CID000005719,dysphagia,2,07.01.06.003
CID000004499,headache,5,17.14.01.001
CID000005994,mood swings,4,19.04.03.001
CID000029029,sunburn,4,12.05.02.001|23.03.09.007
CID000445643,muscle spasms,4,15.05.03.004
CID000003261,loss of consciousness,2,17.02.04.004
CID000003152,peripheral vascular disorder,3,24.03.01.003
CID000125017,dry mouth,5,07.06.01.002
CID005486971,atrioventricular block first degree,3,02.03.01.004
CID044564107,pain in extremity,4,15.03.04.010
CID000002405,diarrhoea,4,07.02.01.001
CID016129682,swelling,4,08.01.03.015
CID000003152,retinal haemorrhage,3,06.10.01.001|24.07.05.003
CID000002955,ligament sprain,4,12.01.07.008|15.07.02.004
CID000216416,vaginal haemorrhage,3,21.08.01.001|24.07.03.005
CID000441193,diarrhoea,4,07.02.01.001
CID000005095,haemoglobin decreased,3,13.01.05.003
CID010182969,melaena,4,07.12.02.004|24.07.02.013
CID000002182,anaemia,4,01.03.02.001
CID016129688,blood alkaline phosphatase increased,4,13.04.02.004
CID000043815,hypocalcaemia,2,14.04.01.004
CID000002801,mouth ulceration,4,07.05.06.004
CID000005095,pain,4,08.01.08.004
CID000005719,eczema,3,23.03.04.006
CID000132971,musculoskeletal discomfort,4,15.03.04.001
CID000051634,thrombocytopenia,4,01.08.01.002
CID000047811,skin mass,2,23.07.04.014
CID000441193,nausea,4,07.01.07.001
CID000043815,urethritis,2,11.01.14.008|20.07.02.001
CID000005095,personality disorder,4,19.05.02.002
CID005486971,benign neoplasm of skin,3,16.26.01.006|23.10.01.006
CID000003661,hypotension,2,24.06.03.002
CID000119569,rash,3,23.03.13.001
CID000065628,bone pain,1,15.02.01.001
CID000060772,nasopharyngitis,4,11.01.13.002|22.07.03.002
CID000005073,dysarthria,4,17.02.08.001|19.19.03.001
CID000026757,cystitis noninfective,3,20.03.02.001
CID000060834,syncope,1,02.01.02.008|17.02.04.008|24.06.02.012
CID000005358,eye pain,2,06.08.03.002
CID000092721,hypotension,4,24.06.03.002
CID000004485,pain,4,08.01.08.004
CID000439693,dyspnoea,5,02.01.03.002|22.02.01.004
CID000060648,dysuria,4,20.02.02.002
CID000002554,dry mouth,4,07.06.01.002
CID024826799,pain,4,08.01.08.004
CID000004673,malaise,5,08.01.01.003
CID000003032,application site rash,4,08.02.01.016|12.07.01.016|23.03.13.008
CID003086257,pruritus,4,23.03.12.001
CID000037542,amnesia,4,17.03.02.001|19.20.01.001
CID000005070,pleural effusion,3,22.05.02.002
CID000358641,rash,3,23.03.13.001
CID005280754,musculoskeletal discomfort,4,15.03.04.001
CID000053232,myalgia,4,15.05.02.001
CID005311101,nasal discomfort,4,22.02.05.020
CID000065866,asthenia,4,08.01.01.001
CID000153941,haematuria,4,20.02.01.006|24.07.01.047
CID000062819,pollakiuria,4,20.02.02.007
CID005486971,major depression,2,19.15.01.003
CID000002585,infection,4,11.01.08.002
CID000005095,arthritis,4,15.01.01.001
CID000005719,osteoarthritis,3,15.01.04.001
CID024873435,asthenia,5,08.01.01.001
CID000060714,chest pain,2,02.02.02.011|08.01.08.002|22.02.08.003
CID000002478,nervousness,4,19.06.02.003
CID000037542,haemorrhage,1,24.07.01.002
CID003062316,thrombocytopenia,5,01.08.01.002
CID000005732,syncope,3,02.01.02.008|17.02.04.008|24.06.02.012
CID003081884,breast enlargement,3,21.05.04.001
CID000002801,diarrhoea,5,07.02.01.001
CID000077993,urethral disorder,3,20.07.01.002
CID000047811,syncope,4,02.01.02.008|17.02.04.008|24.06.02.012
CID000054454,vertigo,4,04.04.01.003|17.02.12.002
CID000002771,seasonal allergy,2,06.04.01.013|10.01.04.001|22.04.04.008
CID000005487,pneumonia,3,11.01.09.003|22.07.01.003
CID000056338,psychotic disorder,3,19.03.01.002
CID000018283,urticaria,3,10.01.06.001|23.04.02.001
CID000005073,hypotension,4,24.06.03.002
CID016132438,cough,5,22.02.03.001
CID005324345,cardiovascular disorder,3,02.01.01.001|24.03.02.009
CID000004585,injury,4,12.01.08.004
CID000168708,breast pain,4,21.05.05.003
CID000003345,ill-defined disorder,4,08.01.03.049
CID000004184,diplopia,1,06.02.06.002|17.17.01.005
CID000057469,oral herpes,4,07.05.07.002|11.05.02.005
CID000003494,nasal congestion,5,22.04.04.001
CID000158781,blood potassium decreased,3,13.11.01.010
CID000005253,cough,4,22.02.03.001
CID009852981,nausea,4,07.01.07.001
CID000005394,urticaria,1,10.01.06.001|23.04.02.001
CID000005029,skin discolouration,2,23.03.03.005
CID005328940,gastrointestinal pain,5,07.01.05.005
CID000005212,insomnia,4,17.15.03.002|19.02.01.002
CID006328144,nausea,5,07.01.07.001
CID000005734,parosmia,3,17.04.04.002|22.04.03.007
CID000071616,retinal haemorrhage,2,06.10.01.001|24.07.05.003
CID005359476,dyspepsia,5,07.01.02.001
CID016130199,pain in extremity,4,15.03.04.010
CID002733525,gastrointestinal pain,4,07.01.05.005
CID009690109,asthenia,4,08.01.01.001
CID000216326,dry eye,4,06.08.02.001
CID016137271,asthenia,4,08.01.01.001
CID000146570,emotional disorder,3,19.04.02.005
CID009924495,euphoric mood,4,19.04.02.006
CID004659569,apnoea,2,22.02.01.001
CID005362118,loss of consciousness,4,17.02.04.004
CID000005732,eye pain,3,06.08.03.002
CID026275995,infection,4,11.01.08.002
CID000003386,cholelithiasis,3,09.03.01.002
CID000004609,ileus,5,07.13.01.001
CID000004205,accommodation disorder,3,06.02.04.001
CID000005578,erythema multiforme,1,10.01.03.015|23.03.01.003
CID000005717,asthenia,4,08.01.01.001
CID000115237,sleep disorder,4,19.02.04.001
CID000002754,oedema peripheral,4,02.05.04.007|08.01.07.007|14.05.06.011
CID000002477,weight decreased,3,13.15.01.005
CID000005961,rectal tenesmus,5,07.03.03.001|15.05.03.011
CID000026757,pollakiuria,4,20.02.02.007
CID000445643,fungal skin infection,4,11.03.05.002|23.09.02.001
CID000009444,hypertension,4,24.08.02.001
CID000003121,influenza like illness,4,08.01.03.010
CID000003042,somnolence,4,17.02.04.006|19.02.05.003
CID000005212,chest pain,3,02.02.02.011|08.01.08.002|22.02.08.003
CID000004449,feeling abnormal,3,08.01.09.014
CID000005732,throat irritation,4,07.05.03.004|22.02.05.013
CID000077993,tinnitus,3,04.04.01.002|17.04.07.004
CID000004595,movement disorder,3,17.01.02.010
CID016137271,influenza like illness,4,08.01.03.010
CID000044257,headache,5,17.14.01.001
CID005284627,influenza like illness,4,08.01.03.010
CID000062819,back pain,4,15.03.04.005
CID071306834,mental disability,4,26.01.01.001
CID005486971,micturition urgency,3,20.02.02.006
CID000005719,pollakiuria,3,20.02.02.007
CID000004634,sinus headache,4,17.14.01.002|22.02.05.023
CID000036294,lung disorder,5,22.02.07.001
CID000060857,discomfort,4,08.01.08.003
CID000644241,shock,3,24.06.02.002
CID025074470,myalgia,4,15.05.02.001
CID000004054,rhinitis,4,11.01.13.004|22.07.03.006
CID000005073,hypertriglyceridaemia,2,14.08.02.001
CID000003446,neuropathy peripheral,3,17.09.03.003
CID000005656,pleurisy,2,22.05.01.001
CID000003878,peptic ulcer,4,07.04.07.001
CID000146570,sinus congestion,4,22.04.06.001
CID000002771,abdominal pain,4,07.01.05.002
CID000060198,dyspnoea,4,02.01.03.002|22.02.01.004
CID000037542,herpes simplex,4,11.05.02.001|23.09.03.001
CID000003446,cholecystitis,2,09.03.01.001
CID000057469,laryngeal pain,3,22.02.05.036
CID000077990,agitation,4,17.02.05.012|19.06.02.001
CID005280754,leukopenia,4,01.02.02.001
CID000146570,dermatitis contact,3,10.01.01.003|12.03.01.040|23.03.04.004
CID000146570,vascular purpura,3,01.01.04.007|23.06.01.008|24.07.06.011
CID000146570,tendonitis,3,12.01.07.007|15.07.01.003
CID000004539,platelet count decreased,4,13.01.04.001
CID000003158,confusional state,2,17.02.03.005|19.13.01.001
CID000003157,anxiety,4,19.06.02.002
CID025074470,eye pain,4,06.08.03.002
CID010324367,otitis media,2,04.05.01.001|11.01.05.004
CID003010818,drug eruption,3,08.01.06.015|10.01.01.005|23.03.05.001
CID025074470,oedema peripheral,4,02.05.04.007|08.01.07.007|14.05.06.011
CID011707110,rash,5,23.03.13.001
CID000060706,epistaxis,3,22.04.03.001|24.07.01.005
CID000002099,respiratory disorder,3,22.02.07.002
CID000026757,hallucination,4,19.10.02.002
CID000003463,urticaria,3,10.01.06.001|23.04.02.001
CID000071616,dizziness,4,02.01.02.004|17.02.05.003|24.06.02.007
CID000005665,ear infection,5,04.03.01.006|11.01.05.001
CID000002351,nausea,5,07.01.07.001
CID000004184,agitation,1,17.02.05.012|19.06.02.001
CID000064780,colitis ischaemic,1,07.08.01.004|24.04.08.012
CID071306834,malaise,4,08.01.01.003
CID005362129,syncope,4,02.01.02.008|17.02.04.008|24.06.02.012
CID000002801,peptic ulcer,3,07.04.07.001
CID000005665,conjunctivitis,4,06.04.01.002|11.01.06.012
CID000005665,coordination abnormal,5,17.02.02.004
CID000439693,cough,5,22.02.03.001
CID000002083,mydriasis,4,06.05.03.004|17.02.11.003
CID000050224,affect lability,5,19.04.01.001
CID000002801,faeces discoloured,2,07.01.03.002
CID000000444,liver injury,3,09.01.07.022|12.01.02.003
CID000441401,vulvovaginal candidiasis,4,11.03.03.005|21.14.02.003
CID000005665,fatigue,5,08.01.01.002
CID005281004,nasal discomfort,4,22.02.05.020
CID053320414,neuropathy peripheral,4,17.09.03.003
CID000443872,acute coronary syndrome,4,02.02.02.015|24.04.04.011
CID044462760,uveitis,3,06.04.03.003|10.02.01.023
CID054684141,vomiting,4,07.01.07.003
CID000063009,galactorrhoea,2,05.03.04.002|21.05.02.002
CID000003749,sleep disorder,3,19.02.04.001
CID000004609,infection,5,11.01.08.002
CID000005743,sensation of foreign body,4,08.01.09.002
CID003086257,urticaria,4,10.01.06.001|23.04.02.001
CID005362420,hyperaesthesia,3,17.02.06.004
CID003001028,fibrocystic breast disease,2,16.14.01.003|21.05.01.002
CID000039042,dermatitis,4,23.03.04.002
CID000082146,agitation,4,17.02.05.012|19.06.02.001
CID000077992,speech disorder,3,17.02.08.003|19.19.02.002|22.02.05.034
CID000445643,sunburn,4,12.05.02.001|23.03.09.007
CID000005961,neuropathy peripheral,5,17.09.03.003
CID000003446,skin discolouration,2,23.03.03.005
CID016157882,nausea,4,07.01.07.001
CID016130199,skin papilloma,4,11.05.07.001|16.26.01.002|23.10.01.002
CID000064780,interstitial lung disease,2,10.02.01.033|22.01.02.003
CID016136912,diarrhoea,4,07.02.01.001
CID005280754,papilloedema,1,06.09.02.002|17.07.02.004|24.03.07.001
CID005281081,hyperhidrosis,4,08.01.03.028|23.02.03.004
CID000004236,conjunctivitis,4,06.04.01.002|11.01.06.012
CID000003386,pneumothorax,2,22.05.02.003
CID000005291,hypoalbuminaemia,5,09.01.02.003|14.10.01.002
CID010324367,oropharyngeal pain,4,07.05.05.004|22.02.05.022
CID000036523,ovarian cyst,4,16.04.03.001|21.11.01.002
CID000005073,hypertonia,4,15.05.04.007|17.05.02.001
